timestamp,symbol,last_price,put_call_ratio,call_volume,put_volume,opt_volume,av_option_volume,opt_vol_expansion_ratio,market_regime,is_coiling,dist_to_200dma,contraction_mean,contraction_median,triangle_flag,high_slope,low_slope,leap_volume_skews,dominant_expiry,atm_oi_depth,insider_conviction_score,cfo_involved,debt_reduction_pct,catalyst_flag,catalyst_type,catalyst_confidence,has_activist_pressure,dominant_expiry_by_vol,dominant_expiry_by_oi,leap_oi_skews
2026-05-28,DAIO,0.0,0.0,4124,2,4126,492,8.39,Bullish Trend,0,0.4336675746561307,0.8101514594520675,0.8710992714752187,0,-0.0038624615384615464,-0.01827928205128211,0.0,None,0,0.0,0,0.0,0,None,0.0,0,,,
2026-05-28,LFMD,0.0,0.0,1325,1,1326,645,2.06,Bullish Trend,0,0.0046346708398766635,1.0095643066288733,1.0680787400759089,0,0.051163794871794815,0.03829699145299138,0.0,None,0,0.0,1,0.0,0,None,0.0,0,,,
2026-05-28,ADNT,23.47,0.0,1239,1,1240,292,4.25,Bullish Trend,0,0.07711049456794206,1.1160708591794748,1.247212037954823,0,0.08772649572649542,0.05177777777777768,0.0,,1629,0.0,0,0.0,0,None,0.0,0,None,20261218,115.36
2026-05-28,AEXA,0.0,0.0,2922,4,2926,954,3.07,Error,False,0.0,0.0,0.0,0,0.0,0.0,0.0,None,0,0.0,0,0.0,0,None,0.0,0,,,
2026-05-28,ARAY,0.4105,0.0,1194,3,1197,113,10.59,Bearish/Distribution,0,-0.5546880218499743,2.2261424599370954,2.3404254893981786,0,-0.03055039316239318,-0.0290654358974359,0.0,,3179,0.0,0,0.0,0,None,0.0,0,None,20260918,3179.0
2026-05-28,ENLV,0.812,0.0,3355,10,3365,235,14.32,Bearish/Distribution,0,-0.23691555757873434,0.7684171933915851,0.877138360887716,0,-0.008658666666666696,-0.004096820512820544,0.0,,1262,0.0,0,0.0,0,None,0.0,0,None,20260821,1.59
2026-05-28,IYZ,44.72,0.0,1590,6,1596,301,5.3,Bullish Trend,0,0.24679206145859625,1.3596298038242591,1.5294336835015265,0,0.5006051282051278,0.45118290598290584,0.0,,1018,0.0,0,0.0,0,None,0.0,0,None,20260821,0.05
2026-05-28,RRGB,0.0,0.0,3298,7,3305,656,5.04,Bullish Trend,0,0.03331972759887431,0.9964200574605173,1.0887046695474007,0,-0.005148717948718,-0.023176068376068414,0.0,None,0,-0.012,1,0.0,0,None,0.0,0,,,
2026-05-28,ITGR,0.0,0.0,1336,1,1337,66,20.26,Bullish Trend,0,0.03087177637924186,1.8035638868204509,2.0651597185636836,0,0.5379760683760672,0.4777059829059821,0.0,None,0,-0.014,1,0.0,0,None,0.0,0,,,
2026-05-28,TBCH,0.0,0.0,1716,2,1718,1031,1.67,Bearish/Distribution,0,-0.05315989392431913,0.691287245581549,0.7401459216454583,0,-0.11254700854700882,-0.13874188034188012,0.0,None,0,-0.065,1,0.0,0,None,0.0,0,,,
2026-05-28,PACB,1.46,0.0,4072,7,4079,2262,1.8,Bearish/Distribution,0,-0.12093169280449706,1.0000202953601791,1.1884308923258045,0,-0.04275545299145303,-0.0376780170940171,0.0,,24650,-0.075,0,0.0,0,None,0.0,0,None,20270115,4.45
2026-05-28,MIR,0.0,0.0,26105,66,26171,698,37.49,Bearish/Distribution,0,-0.24010300825888045,1.0486846086034471,1.01818795380253,0,-0.34611282051282066,-0.3484581196581194,0.0,None,0,-0.192,1,0.0,0,None,0.0,0,,,
2026-05-28,CXW,0.0,0.0,1012,3,1015,909,1.12,Bullish Trend,0,0.12581223189560004,0.6392658567234843,0.6747716093940157,0,0.0928717948717946,0.07336068376068369,0.0,None,0,-0.434,0,0.0,0,None,0.0,0,,,
2026-05-28,BOC,13.38,0.0,4419,10,4429,400,11.07,Bullish Trend,0,0.055775399170687724,0.5793810951385857,0.6183542511713269,0,-0.03102222222222237,-0.04438974358974338,0.0,,114,-0.818,0,0.0,0,None,0.0,0,None,20260821,1.48
2026-05-28,PTEN,0.0,0.0,2599,7,2606,1475,1.77,Bullish Trend,0,0.45616680197420156,1.304654632879768,1.3975517822085346,0,0.2983999999999999,0.25812505982905976,0.0,None,0,-9.034,1,0.0,0,None,0.0,0,,,
2026-05-28,VVX,0.0,0.0,1708,1,1709,266,6.42,Bullish Trend,0,0.2894058375703484,1.0170815366589891,1.0548540760947587,0,0.7252991452991441,0.589275213675213,0.0,None,0,-32.796,1,0.0,0,None,0.0,0,,,
