timestamp,symbol,last_price,put_call_ratio,call_volume,put_volume,opt_volume,av_option_volume,opt_vol_expansion_ratio,market_regime,is_coiling,dist_to_200dma,contraction_mean,contraction_median,triangle_flag,high_slope,low_slope,leap_volume_skews,dominant_expiry,atm_oi_depth,insider_conviction_score,cfo_involved,debt_reduction_pct,catalyst_flag,catalyst_type,catalyst_confidence,has_activist_pressure,dominant_expiry_by_vol,dominant_expiry_by_oi,leap_oi_skews
2026-06-03,PSQH,0.0,0.0,1239,8,1247,229,5.45,Bearish/Distribution,0,-0.5351664254703328,2.3208927445898904,2.38042699911453,0,-0.02944423931623935,-0.023552615384615384,0.0,None,0,-0.074,1,0.0,0,None,0.0,0,,,
2026-06-03,ST,0.0,0.0,8033,48,8081,240,33.67,Bullish Trend,0,0.5078178454676767,0.945600847104706,1.0327709123984843,0,0.6071179487179474,0.5001401709401705,0.0,None,0,-0.395,1,0.0,0,None,0.0,0,,,
2026-06-03,EQ,0.0,0.0,1087,4,1091,66,16.53,Bullish Trend,0,0.9102507680160138,0.8400612488300466,1.1005563611948286,0,0.0632076923076923,0.0467407863247863,0.0,None,0,-0.945,1,0.0,0,None,0.0,0,,,
2026-06-03,MRX,0.0,0.0,3388,2,3390,413,8.21,Bullish Trend,0,0.35422372077364106,1.0564727476680238,1.042004677534784,0,0.7932786324786314,0.6575658119658119,0.0,None,0,-3.663,1,0.0,0,None,0.0,0,,,
2026-06-03,NE,46.65,0.0,8742,52,8794,657,13.39,Bullish Trend,0,0.24911470835916136,1.4910920759620816,1.4700922468320368,0,1.0454871794871783,0.9805230769230764,0.0,,0,-8.424,1,0.0,0,None,0.0,0,None,None,0.0
2026-06-03,PGEN,0.0,0.0,7441,21,7462,1701,4.39,Bearish/Distribution,0,-0.049952310598268185,0.5818029067355797,0.6390884190663267,0,-0.009760854700854759,-0.003856478632478663,0.0,None,0,-8.642,1,0.0,0,None,0.0,0,,,
2026-06-03,FTI,0.0,0.0,5085,25,5110,532,9.61,Bullish Trend,0,0.2659324606212833,1.4627889564577043,1.565037941599204,0,1.3110803418803407,1.1868683760683738,0.0,None,0,-13.54,1,0.0,0,None,0.0,0,,,
2026-06-03,FRPT,0.0,0.0,2059,9,2068,1069,1.93,Bearish/Distribution,0,-0.1803480242289125,0.9010317172299999,0.9792829774025064,0,-0.45852307692307925,-0.5196478632478648,0.0,None,0,-16.923,1,0.0,0,None,0.0,0,,,
2026-06-03,HNGE,58.39,0.0,3563,18,3581,637,5.62,Bullish Trend,0,0.23808166991172397,0.9974379284494286,1.1142806562394645,0,0.29215384615384515,0.21976752136752117,0.0,,0,-31.611,1,0.0,0,None,0.0,0,None,None,0.0
2026-06-03,JKS,0.0,0.0,2674,15,2689,315,8.54,Bearish/Distribution,0,-0.11639335441713655,0.6300523062452679,0.631414931510581,0,-0.23193504273504317,-0.20943247863247888,0.0,None,0,-39.165,1,0.0,0,None,0.0,0,,,
2026-06-03,APG,42.27,0.0,1744,2,1746,34,51.35,Bullish Trend,0,0.057564173950037184,0.8212852105970194,0.8327537457593631,0,0.19147350427350315,0.14126837606837508,0.0,,0,-95.512,0,0.0,0,None,0.0,0,None,None,0.0
